,participant,task,trial,choice,reward,x0,x1,x2,x3,target,time
1236,4,3,6,1,1.0,0.66,-1.61,0.0,0.0,1,566828.0
1237,4,3,7,1,1.0,-0.21,-0.28,-0.01,-0.0,1,570124.0
1238,4,3,8,0,1.0,-1.79,1.2,0.0,-0.01,0,574460.0
1239,4,3,9,1,1.0,-1.15,-0.91,0.0,0.01,1,579516.0
1240,4,4,0,0,1.0,-1.1,0.07,-0.0,-0.0,0,599620.0
1241,4,4,1,1,1.0,1.34,0.88,-0.0,-0.0,1,603139.0
1242,4,4,2,1,1.0,0.19,0.16,0.15,-0.01,1,609603.0
1243,4,4,3,0,1.0,-1.64,-2.52,-0.0,-0.0,0,613915.0
1244,4,4,4,0,1.0,-1.54,0.3,0.0,0.01,0,619835.0
1245,4,4,5,0,1.0,-0.15,-0.8,0.0,-0.0,0,624755.0
1246,4,4,6,0,1.0,-0.07,-0.58,-0.0,-0.0,0,628379.0
1247,4,4,7,0,-1.0,1.6,1.33,-0.0,-0.0,1,632618.0
1248,4,4,8,0,-1.0,0.89,-0.66,-0.08,-0.0,1,640131.0
1249,4,4,9,0,1.0,-0.35,-0.14,-0.0,0.0,0,643538.0
1250,4,5,0,0,1.0,1.75,0.51,0.0,0.0,0,673218.0
1251,4,5,1,0,1.0,1.65,-0.29,-0.0,0.03,0,676490.0
1252,4,5,2,1,1.0,-0.9,1.59,-0.0,-3.92,1,680714.0
1253,4,5,3,0,1.0,2.02,0.6,-0.0,0.0,0,685777.0
1254,4,5,4,1,1.0,-0.2,-1.35,0.0,-0.02,1,691353.0
1255,4,5,5,0,1.0,2.72,-1.88,-0.09,-0.03,0,694793.0
1256,4,5,6,0,1.0,1.18,0.72,0.01,-0.0,0,698033.0
1257,4,5,7,0,1.0,0.01,1.42,-0.0,-0.0,0,702945.0
1258,4,5,8,0,1.0,0.24,3.15,-0.0,0.0,0,706545.0
1259,4,5,9,1,1.0,-1.24,-0.4,-0.0,0.06,1,710152.0
1260,4,6,0,1,1.0,-1.01,-0.75,-0.0,0.03,1,737272.0
1261,4,6,1,1,-1.0,2.61,-2.55,0.0,0.0,0,740752.0
1262,4,6,2,0,-1.0,-2.33,1.42,0.0,-0.0,1,747888.0
1263,4,6,3,1,1.0,-0.41,-1.43,0.0,-0.0,1,752376.0
1264,4,6,4,0,1.0,0.47,-0.23,-0.0,0.0,0,758216.0
1265,4,6,5,1,1.0,-1.16,0.25,-0.0,-0.0,1,762359.0
1266,4,6,6,1,1.0,-1.18,0.89,-0.03,0.0,1,767375.0
1267,4,6,7,1,1.0,-1.14,0.51,0.01,0.0,1,771199.0
1268,4,6,8,0,-1.0,0.32,-0.93,0.0,-0.11,1,775351.0
1269,4,6,9,1,-1.0,3.02,-1.59,-0.0,-0.0,0,778871.0
1270,4,7,0,1,1.0,-1.51,-1.98,0.0,-0.0,1,799343.0
1271,4,7,1,1,1.0,-1.65,-2.58,-0.0,0.01,1,802790.0
1272,4,7,2,0,-1.0,0.01,-0.33,0.0,-0.0,1,806758.0
1273,4,7,3,0,1.0,2.89,2.25,0.0,-0.0,0,813486.0
1274,4,7,4,1,-1.0,-0.65,0.5,-0.12,0.0,0,816990.0
1275,4,7,5,0,1.0,1.71,1.01,-0.0,-0.0,0,823375.0
1276,4,7,6,1,1.0,-4.35,-3.19,0.0,0.03,1,826990.0
1277,4,7,7,1,-1.0,-0.2,-0.1,-0.03,-0.01,0,830350.0
1278,4,7,8,0,1.0,-2.5,-0.31,0.0,-0.11,0,842549.0
1279,4,7,9,1,-1.0,0.09,0.76,-0.0,0.0,0,846181.0
1280,4,8,0,0,-1.0,0.74,0.28,-0.0,0.0,1,862629.0
1281,4,8,1,0,1.0,-0.04,0.49,0.0,0.04,0,866525.0
1282,4,8,2,0,1.0,-1.02,-2.08,-0.01,0.0,0,870396.0
1283,4,8,3,1,1.0,1.14,0.99,-0.0,-0.02,1,875245.0
1284,4,8,4,1,1.0,1.18,1.74,0.0,-0.0,1,878525.0
1285,4,8,5,0,1.0,-0.33,-1.32,-0.0,-0.0,0,883516.0
1286,4,8,6,1,-1.0,0.08,1.15,-0.0,-0.0,0,888092.0
1287,4,8,7,0,1.0,-3.02,-3.11,-0.0,0.0,0,892732.0
1288,4,8,8,0,1.0,-1.8,-1.67,0.0,-0.0,0,895909.0
1289,4,8,9,0,1.0,-0.06,0.69,0.0,0.0,0,901140.0
1290,4,9,0,0,-1.0,-0.05,0.23,0.0,-0.0,1,924516.0
1291,4,9,1,0,-1.0,2.47,-0.08,-0.0,-0.0,1,927876.0
1292,4,9,2,0,-1.0,1.36,0.83,-0.0,0.0,1,933387.0
1293,4,9,3,0,-1.0,4.12,-0.95,-0.0,0.0,1,937155.0
1294,4,9,4,1,1.0,1.2,0.49,0.0,-0.0,1,941107.0
1295,4,9,5,0,1.0,-0.74,-0.18,-0.0,0.0,0,944810.0
1296,4,9,6,1,1.0,-0.48,1.9,0.0,0.03,1,949171.0
1297,4,9,7,0,1.0,2.92,-1.36,-0.0,-0.0,0,953259.0
1298,4,9,8,0,1.0,-2.16,-0.16,0.01,-0.0,0,956420.0
1299,4,9,9,0,1.0,2.25,-1.3,0.08,-0.0,0,959515.0
1300,4,10,0,1,1.0,-1.66,0.33,0.0,-0.0,1,975266.0
1301,4,10,1,1,-1.0,-0.28,-1.33,-0.0,0.0,0,980763.0
1302,4,10,2,0,-1.0,-0.91,1.04,-0.01,-0.0,1,988098.0
1303,4,10,3,0,1.0,-1.69,-1.58,0.0,0.0,0,993786.0
1304,4,10,4,1,1.0,-1.73,1.11,0.12,-0.0,1,997098.0
1305,4,10,5,0,1.0,-2.8,-0.89,-0.0,-0.0,0,1006522.0
1306,4,10,6,0,1.0,1.28,-0.42,0.0,0.05,0,1014705.0
1307,4,10,7,1,1.0,1.03,2.35,-0.0,0.74,1,1018058.0
1308,4,10,8,0,1.0,-0.1,-0.12,-0.0,0.03,0,1021961.0
1309,4,10,9,0,1.0,1.28,-1.55,0.0,-0.0,0,1025137.0
1310,4,11,0,1,1.0,-1.92,-0.64,0.01,-0.0,1,1041824.0
1311,4,11,1,1,1.0,-0.3,-2.2,0.0,0.0,1,1046960.0
1312,4,11,2,1,1.0,-1.5,-1.06,0.0,-0.0,1,1050297.0
1313,4,11,3,0,1.0,1.01,0.07,-0.0,-0.03,0,1053649.0
1314,4,11,4,1,1.0,-2.04,1.0,-24.96,-0.01,1,1056584.0
1315,4,11,5,1,-1.0,-0.53,0.53,0.02,0.03,0,1060264.0
1316,4,11,6,0,-1.0,0.09,-2.64,0.38,3.12,1,1065672.0
1317,4,11,7,0,-1.0,-1.72,-1.24,0.0,-0.03,1,1072728.0
1318,4,11,8,0,1.0,0.98,0.37,0.01,0.0,0,1077400.0
1319,4,11,9,0,1.0,0.64,1.67,-0.0,0.0,0,1080967.0
1320,4,12,0,1,-1.0,-2.21,2.69,0.0,-3.36,0,1106159.0
1321,4,12,1,0,-1.0,1.3,-2.0,-0.0,-0.0,1,1109622.0
1322,4,12,2,1,1.0,2.97,-2.34,-0.0,0.74,1,1113311.0
1323,4,12,3,1,-1.0,1.16,-1.04,0.0,0.0,0,1116807.0
1324,4,12,4,0,1.0,-1.9,1.63,0.0,0.0,0,1120895.0
1325,4,12,5,0,1.0,-0.66,0.41,-0.02,-0.01,0,1126503.0
1326,4,12,6,0,1.0,0.34,0.5,0.0,0.01,0,1129990.0
1327,4,12,7,0,1.0,-3.91,3.49,0.0,0.9,0,1133110.0
1328,4,12,8,1,1.0,2.03,-2.23,0.0,0.0,1,1137134.0
1329,4,12,9,0,-1.0,-0.74,0.41,-0.12,0.0,1,1140238.0
1330,4,13,0,1,-1.0,1.61,0.32,0.0,0.0,0,1159349.0
1331,4,13,1,0,1.0,1.38,0.31,-0.04,-0.0,0,1164013.0
1332,4,13,2,1,1.0,-0.09,0.07,0.0,0.9,1,1168789.0
1333,4,13,3,1,1.0,-3.05,1.35,-0.0,-0.01,1,1177461.0
1334,4,13,4,1,1.0,-0.4,0.32,-0.0,0.0,1,1180789.0
1335,4,13,5,0,1.0,0.49,0.18,-0.02,-0.01,0,1186262.0
1336,4,13,6,0,1.0,1.9,-0.59,-0.0,-0.0,0,1189309.0
1337,4,13,7,1,1.0,-1.31,0.58,0.0,-0.11,1,1193629.0
1338,4,13,8,0,1.0,1.66,-0.78,0.15,-0.0,0,1197125.0
1339,4,13,9,1,1.0,-2.56,-3.29,-0.0,-0.0,1,1201420.0
1340,4,14,0,0,1.0,1.26,-1.48,-0.0,-0.0,0,1213828.0
1341,4,14,1,1,-1.0,-1.16,-2.48,-3.12,-0.02,0,1217748.0
1342,4,14,2,0,-1.0,-0.08,0.94,-0.01,0.0,1,1224452.0
1343,4,14,3,1,-1.0,-2.02,0.62,-0.0,-0.0,0,1227532.0
1344,4,14,4,1,1.0,1.48,1.06,0.07,0.0,1,1234492.0
1345,4,14,5,1,1.0,0.4,0.28,0.0,0.06,1,1239347.0
1346,4,14,6,1,1.0,-0.39,1.99,-0.0,-0.09,1,1242715.0
1347,4,14,7,0,1.0,-0.39,-2.38,-0.0,0.0,0,1245883.0
1348,4,14,8,1,1.0,2.06,1.5,0.0,-0.0,1,1249147.0
1349,4,14,9,1,1.0,1.7,1.33,-0.03,-0.0,1,1252531.0
1350,4,15,0,0,1.0,1.21,0.36,-0.0,0.0,0,1283779.0
1351,4,15,1,1,1.0,-1.98,-0.21,0.2,0.0,1,1287130.0
1352,4,15,2,0,1.0,1.31,-0.57,-0.0,-0.04,0,1290170.0
1353,4,15,3,0,1.0,0.2,-0.18,-0.0,0.0,0,1293058.0
1354,4,15,4,1,1.0,-1.09,-1.6,0.0,-0.0,1,1299514.0
1355,4,15,5,0,1.0,0.4,-0.41,0.0,0.03,0,1302970.0
1356,4,15,6,0,1.0,0.44,0.09,0.0,0.0,0,1306761.0
1357,4,15,7,1,1.0,-1.31,-1.83,-0.0,0.0,1,1309706.0
1358,4,15,8,1,1.0,-0.93,-1.24,0.0,0.02,1,1313802.0
1359,4,15,9,0,-1.0,0.38,1.43,0.0,0.0,1,1318241.0
1360,4,16,0,1,-1.0,-1.16,-0.46,0.08,-0.0,0,1347633.0
1361,4,16,1,0,1.0,-1.35,-2.22,0.15,-0.0,0,1350920.0
1362,4,16,2,0,1.0,-0.77,-2.64,0.0,0.0,0,1354368.0
1363,4,16,3,0,-1.0,0.4,0.79,-0.0,0.0,1,1357625.0
1364,4,16,4,0,1.0,-3.19,-4.62,0.0,0.0,0,1360489.0
1365,4,16,5,0,-1.0,1.18,-0.51,-0.0,0.74,1,1363632.0
1366,4,16,6,0,1.0,-0.44,0.18,-0.08,0.0,0,1367104.0
1367,4,16,7,1,1.0,-0.05,-0.51,-0.08,0.03,1,1370624.0
1368,4,16,8,1,1.0,0.23,0.76,0.0,0.0,1,1374704.0
1369,4,16,9,1,1.0,0.02,-0.19,-0.0,-5.92,1,1380992.0
1370,4,17,0,1,1.0,1.58,-2.55,0.0,-0.0,1,1401160.0
1371,4,17,1,0,1.0,-0.31,0.2,-0.0,-0.03,0,1404679.0
1372,4,17,2,0,1.0,-0.47,-0.56,0.0,-0.0,0,1407719.0
1373,4,17,3,0,-1.0,-0.53,2.16,0.0,-0.01,1,1414529.0
1374,4,17,4,0,1.0,-2.74,-0.11,-0.01,-4.64,0,1418023.0
1375,4,17,5,0,-1.0,-0.4,2.5,-0.0,-0.0,1,1421111.0
1376,4,17,6,0,1.0,-0.85,-0.64,0.0,-0.11,0,1424815.0
1377,4,17,7,1,1.0,0.13,0.73,-0.04,0.0,1,1428391.0
1378,4,17,8,0,1.0,-0.88,0.28,-0.0,0.03,0,1432183.0
1379,4,17,9,1,1.0,0.81,-0.06,-0.0,-3.36,1,1435215.0
1380,4,18,0,0,1.0,2.02,3.36,-0.0,-0.0,0,1447766.0
1381,4,18,1,0,1.0,2.21,0.46,-0.0,-0.0,0,1451302.0
1382,4,18,2,0,1.0,1.21,-0.53,-0.0,-0.74,0,1454462.0
1383,4,18,3,0,1.0,0.48,-1.14,0.0,-0.01,0,1457710.0
1384,4,18,4,0,1.0,0.93,-2.85,-0.01,-0.0,0,1460854.0
1385,4,18,5,1,1.0,-1.82,0.09,-0.03,0.01,1,1464230.0
1386,4,18,6,0,1.0,0.33,0.54,0.01,-0.0,0,1467670.0
1387,4,18,7,1,1.0,-0.39,-0.27,-0.0,-0.0,1,1471518.0
1388,4,18,8,1,1.0,-0.33,-0.91,0.0,0.0,1,1476149.0
1389,4,18,9,1,1.0,-3.12,-1.08,0.0,-0.0,1,1485542.0
1390,4,19,0,0,-1.0,-0.24,1.1,-0.0,0.9,1,1507358.0
1391,4,19,1,1,1.0,-0.8,-1.12,0.0,0.9,1,1510781.0
1392,4,19,2,1,1.0,-1.22,0.47,0.0,0.02,1,1513677.0
1393,4,19,3,1,1.0,-0.25,-0.74,0.0,0.0,1,1518516.0
1394,4,19,4,1,1.0,-1.61,-0.39,0.0,0.0,1,1522828.0
1395,4,19,5,1,1.0,-1.72,-0.03,-0.03,-0.0,1,1525949.0
1396,4,19,6,1,1.0,-2.06,-1.09,-0.0,-0.11,1,1530292.0
1397,4,19,7,0,1.0,0.24,-0.48,-0.12,0.0,0,1534052.0
1398,4,19,8,1,1.0,-0.7,-1.43,-0.0,-1.44,1,1537292.0
1399,4,19,9,1,-1.0,-0.7,0.39,-0.0,-0.0,0,1541868.0
1400,4,20,0,1,-1.0,1.82,-0.97,0.0,-0.0,0,1583868.0
1401,4,20,1,1,1.0,-1.93,0.15,-0.0,0.0,1,1586939.0
1402,4,20,2,0,-1.0,0.26,0.69,-0.0,-0.0,1,1590275.0
1403,4,20,3,1,-1.0,2.63,0.05,-0.0,0.0,0,1594090.0
1404,4,20,4,1,-1.0,0.91,-1.88,0.0,-0.0,0,1597154.0
1405,4,20,5,1,-1.0,-1.17,-0.81,-0.03,-0.0,0,1601122.0
1406,4,20,6,0,1.0,-1.43,-1.7,0.0,0.03,0,1604482.0
1407,4,20,7,0,1.0,-1.78,-1.01,0.0,0.0,0,1607474.0
1408,4,20,8,0,-1.0,-1.02,-0.24,0.0,-0.0,1,1610834.0
1409,4,20,9,1,-1.0,0.94,0.23,-0.0,0.0,0,1616042.0
1410,4,21,0,1,-1.0,-1.14,0.59,-0.0,-0.0,0,1630162.0
1411,4,21,1,1,1.0,0.75,-2.07,0.0,0.0,1,1634706.0
1412,4,21,2,0,1.0,0.2,1.57,0.0,-0.0,0,1638818.0
1413,4,21,3,1,-1.0,2.93,-1.45,-0.0,-1.84,0,1642505.0
1414,4,21,4,0,-1.0,-1.26,0.52,-0.0,0.03,1,1646066.0
1415,4,21,5,1,1.0,-0.97,-1.4,-0.0,-0.0,1,1649321.0
1416,4,21,6,0,-1.0,-1.34,0.83,-0.0,0.08,1,1653016.0
1417,4,21,7,0,1.0,1.97,-0.05,0.15,-0.0,0,1657345.0
1418,4,21,8,0,1.0,1.62,1.02,-0.01,-0.4,0,1660561.0
1419,4,21,9,0,1.0,0.27,0.15,-0.0,-0.0,0,1665504.0
1420,4,22,0,1,-1.0,-3.25,2.35,0.0,-0.0,0,1680848.0
1421,4,22,1,1,1.0,0.25,-1.28,0.01,0.0,1,1684430.0
1422,4,22,2,0,1.0,-2.46,2.77,0.08,0.01,0,1688242.0
1423,4,22,3,0,-1.0,-0.06,-0.92,-0.08,-0.0,1,1692934.0
1424,4,22,4,1,1.0,0.98,-0.93,-0.0,-0.0,1,1696581.0
1425,4,22,5,0,1.0,-0.56,0.69,-0.0,0.01,0,1700194.0
1426,4,22,6,1,1.0,2.66,-0.06,0.0,0.03,1,1705106.0
1427,4,22,7,0,1.0,-1.27,1.53,0.12,-0.01,0,1709280.0
1428,4,22,8,1,1.0,-0.01,-0.83,-0.0,0.0,1,1712464.0
1429,4,22,9,0,1.0,-1.19,1.02,0.0,0.0,0,1716263.0
1430,4,23,0,1,1.0,0.9,-0.19,-24.96,-0.0,1,1729805.0
1431,4,23,1,0,1.0,-0.24,0.05,-0.0,-0.01,0,1733284.0
1432,4,23,2,0,1.0,-2.36,3.3,-0.0,-0.01,0,1736236.0
1433,4,23,3,0,-1.0,-0.12,0.71,0.01,-0.94,1,1739540.0
1434,4,23,4,0,-1.0,-0.54,3.0,0.0,-0.0,1,1743060.0
1435,4,23,5,1,-1.0,-0.55,0.64,-0.0,-0.0,0,1746556.0
1436,4,23,6,1,1.0,0.71,-0.25,0.0,0.01,1,1750108.0
1437,4,23,7,1,1.0,1.43,-1.06,-0.0,-0.0,1,1753771.0
1438,4,23,8,0,1.0,-1.38,-1.08,-0.0,-3.36,0,1758211.0
1439,4,23,9,0,1.0,-1.71,3.46,0.38,1.12,0,1761138.0
1440,4,24,0,0,1.0,0.19,1.79,0.0,0.0,0,1774475.0
1441,4,24,1,0,1.0,0.36,-0.33,-0.03,-0.66,0,1777434.0
1442,4,24,2,1,1.0,-1.76,0.32,0.0,-0.07,1,1780659.0
1443,4,24,3,1,1.0,-1.37,-1.79,-0.02,-0.01,1,1784218.0
1444,4,24,4,0,1.0,1.08,-1.49,0.0,0.01,0,1787730.0
1445,4,24,5,1,1.0,-0.41,0.42,-0.0,-0.0,1,1791827.0
1446,4,24,6,1,1.0,-2.66,-0.84,0.0,0.0,1,1795249.0
1447,4,24,7,0,1.0,0.75,0.06,0.0,-0.0,0,1798985.0
1448,4,24,8,1,1.0,-0.66,-0.65,0.0,0.01,1,1802417.0
1449,4,24,9,0,1.0,0.71,0.13,-0.04,0.0,0,1805624.0
1450,4,25,0,1,-1.0,-2.58,1.8,-0.0,0.9,0,1817817.0
1451,4,25,1,0,-1.0,-0.2,-0.64,0.0,0.0,1,1821017.0
1452,4,25,2,0,-1.0,1.72,2.07,-0.12,-0.01,1,1824625.0
1453,4,25,3,1,-1.0,0.85,1.43,-0.0,0.0,0,1827673.0
1454,4,25,4,1,-1.0,0.64,1.15,0.0,-1.44,0,1830849.0
1455,4,25,5,0,-1.0,-2.13,-3.67,0.0,0.13,1,1834097.0
1456,4,25,6,1,1.0,0.7,-1.12,-0.02,-0.0,1,1839544.0
1457,4,25,7,0,1.0,0.05,1.48,-2.48,0.0,0,1845368.0
1458,4,25,8,0,-1.0,0.45,0.06,-0.16,-0.01,1,1849688.0
1459,4,25,9,0,1.0,-1.52,-0.81,0.0,0.0,0,1855008.0
1460,4,26,0,1,1.0,-0.99,-1.97,-0.0,-0.0,1,1874392.0
1461,4,26,1,0,1.0,0.85,2.06,-0.1,-0.0,0,1886127.0
1462,4,26,2,1,1.0,-2.78,-0.81,-3.12,0.04,1,1889903.0
1463,4,26,3,0,1.0,1.84,-0.44,-0.02,-0.32,0,1897287.0
1464,4,26,4,1,-1.0,-0.68,0.49,-0.46,-0.0,0,1905790.0
1465,4,26,5,1,1.0,0.57,-2.52,-0.0,-0.06,1,1910062.0
1466,4,26,6,1,1.0,-0.53,-2.01,-0.03,-0.0,1,1915638.0
1467,4,26,7,0,1.0,0.33,0.6,-0.0,-0.0,0,1918909.0
1468,4,26,8,1,1.0,-0.1,-0.91,-0.0,0.0,1,1922205.0
1469,4,26,9,1,1.0,-1.82,-2.76,-0.0,0.01,1,1925637.0
1470,4,27,0,1,1.0,-1.46,-1.73,0.98,-0.07,1,1939997.0
1471,4,27,1,1,1.0,-0.44,0.16,0.0,0.0,1,1943613.0
1472,4,27,2,1,1.0,-0.81,0.37,0.0,0.08,1,1947372.0
1473,4,27,3,0,1.0,1.84,-0.19,-0.02,0.0,0,1950917.0
1474,4,27,4,1,1.0,-1.3,-1.44,-0.0,0.0,1,1954492.0
1475,4,27,5,1,1.0,-2.96,-1.33,0.0,0.22,1,1958620.0
1476,4,27,6,1,-1.0,-0.09,1.06,-0.0,0.78,0,1963620.0
1477,4,27,7,0,1.0,0.2,1.54,-0.01,-0.01,0,1967380.0
1478,4,27,8,1,1.0,-0.55,-1.14,0.15,0.01,1,1970948.0
1479,4,27,9,0,1.0,0.92,-0.63,-0.0,0.01,0,1974259.0
1480,4,28,0,1,-1.0,-0.92,-0.16,0.0,-0.0,0,1988419.0
1481,4,28,1,1,1.0,1.02,0.32,-0.0,-0.0,1,1992051.0
1482,4,28,2,0,1.0,-2.11,-1.2,0.06,0.0,0,1995291.0
1483,4,28,3,1,-1.0,0.65,-1.28,-0.0,-0.0,0,1998539.0
1484,4,28,4,0,1.0,-2.43,-1.6,-0.08,0.0,0,2002810.0
1485,4,28,5,0,1.0,0.81,-1.26,-0.0,-0.0,0,2005834.0
1486,4,28,6,0,1.0,-1.46,-1.98,-0.0,-0.0,0,2008851.0
1487,4,28,7,0,1.0,-0.71,-0.5,-0.0,-0.0,0,2011938.0
1488,4,28,8,0,1.0,-3.55,-2.56,0.0,-0.23,0,2014858.0
1489,4,28,9,1,1.0,3.05,2.03,-0.0,-0.02,1,2019090.0
1490,4,29,0,0,1.0,0.05,-1.56,0.0,-0.0,0,2036050.0
1491,4,29,1,1,-1.0,-2.46,-2.12,-0.0,0.03,0,2040601.0
1492,4,29,2,0,1.0,-1.61,0.26,-0.0,0.0,0,2043497.0
1493,4,29,3,0,-1.0,0.98,0.43,-0.0,-0.3,1,2048553.0
1494,4,29,4,0,1.0,-1.12,-1.27,0.0,0.46,0,2053353.0
1495,4,29,5,0,1.0,-0.26,-1.26,-0.09,0.03,0,2056857.0
1496,4,29,6,0,1.0,-1.56,-2.0,-0.0,0.0,0,2059664.0
1497,4,29,7,1,1.0,0.01,0.31,0.0,-0.0,1,2063272.0
1498,4,29,8,1,1.0,0.84,1.53,-0.04,-0.03,1,2067272.0
1499,4,29,9,1,1.0,2.66,0.41,-0.0,-0.0,1,2070737.0
1500,5,0,0,1,-1.0,0.26,-1.11,-0.0,2.0,0,57674.0
1501,5,0,1,0,-1.0,1.54,2.06,0.0,0.0,1,105083.0
1502,5,0,2,1,1.0,0.08,1.65,-0.03,0.0,1,120889.0
1503,5,0,3,1,1.0,0.14,1.37,-0.0,-0.0,1,161890.0
1504,5,0,4,1,1.0,-0.34,0.72,0.0,0.0,1,184239.0
1505,5,0,5,0,-1.0,0.19,-0.11,-0.0,0.0,1,196867.0
1506,5,0,6,1,1.0,1.33,0.17,0.0,0.0,1,226994.0
1507,5,0,7,0,1.0,-0.91,-2.08,0.01,-0.0,0,239750.0
1508,5,0,8,1,1.0,3.11,0.09,0.0,-0.01,1,248964.0
1509,5,0,9,0,1.0,-1.51,-1.11,0.23,-0.0,0,260958.0
1510,5,1,0,0,-1.0,-0.24,1.1,0.0,0.0,1,373888.0
1511,5,1,1,1,1.0,-0.8,-1.12,0.0,-0.0,1,398313.0
1512,5,1,2,1,1.0,-1.22,0.47,-0.0,-0.0,1,447800.0
1513,5,1,3,1,1.0,-0.25,-0.74,0.0,-0.11,1,476275.0
1514,5,1,4,1,1.0,-1.61,-0.39,-0.0,0.0,1,491997.0
1515,5,1,5,1,1.0,-1.72,-0.03,-2.48,0.03,1,514476.0
1516,5,1,6,1,1.0,-2.06,-1.09,-0.0,-0.02,1,614705.0
1517,5,1,7,0,1.0,0.24,-0.48,-0.0,0.0,0,627643.0
1518,5,1,8,1,1.0,-0.7,-1.43,-0.0,29.44,1,638449.0
1519,5,1,9,1,-1.0,-0.7,0.39,-0.0,-0.0,0,665682.0
1520,5,2,0,1,1.0,-1.51,-1.98,-0.0,-0.32,1,754313.0
1521,5,2,1,1,1.0,-1.65,-2.58,-0.02,0.0,1,761103.0
1522,5,2,2,1,1.0,0.01,-0.33,0.0,-0.02,1,774781.0
1523,5,2,3,0,1.0,2.89,2.25,0.03,-0.13,0,781691.0
1524,5,2,4,0,1.0,-0.65,0.5,0.0,0.46,0,787340.0
1525,5,2,5,0,1.0,1.71,1.01,0.0,-0.0,0,791413.0
1526,5,2,6,1,1.0,-4.35,-3.19,-0.0,0.01,1,794453.0
1527,5,2,7,1,-1.0,-0.2,-0.1,-0.0,-0.0,0,798097.0
1528,5,2,8,1,-1.0,-2.5,-0.31,-0.1,0.02,0,803313.0
1529,5,2,9,0,1.0,0.09,0.76,-0.0,0.0,0,853559.0
1530,5,3,0,0,1.0,1.75,0.51,-0.0,-0.0,0,897776.0
1531,5,3,1,0,1.0,1.65,-0.29,-0.0,0.03,0,904831.0
1532,5,3,2,1,1.0,-0.9,1.59,-0.0,0.22,1,910779.0
1533,5,3,3,0,1.0,2.02,0.6,0.0,-0.0,0,913905.0
1534,5,3,4,1,1.0,-0.2,-1.35,-0.0,-0.05,1,917195.0
1535,5,3,5,0,1.0,2.72,-1.88,-0.03,-0.0,0,920310.0
1536,5,3,6,0,1.0,1.18,0.72,-0.0,0.0,0,923724.0
1537,5,3,7,0,1.0,0.01,1.42,-0.0,-0.0,0,929494.0
1538,5,3,8,0,1.0,0.24,3.15,0.0,-0.0,0,932788.0
1539,5,3,9,1,1.0,-1.24,-0.4,-0.0,-0.0,1,935767.0
1540,5,4,0,1,1.0,-1.46,-1.73,0.0,0.0,1,957009.0
1541,5,4,1,1,1.0,-0.44,0.16,-0.02,-4.96,1,962529.0
1542,5,4,2,1,1.0,-0.81,0.37,0.08,-0.0,1,967117.0
1543,5,4,3,0,1.0,1.84,-0.19,-0.01,0.03,0,970253.0
1544,5,4,4,1,1.0,-1.3,-1.44,0.0,-0.0,1,973203.0
1545,5,4,5,1,1.0,-2.96,-1.33,-0.0,0.05,1,976142.0
1546,5,4,6,1,-1.0,-0.09,1.06,0.08,-0.0,0,982930.0
1547,5,4,7,0,1.0,0.2,1.54,-4.32,0.0,0,988616.0
1548,5,4,8,1,1.0,-0.55,-1.14,-0.0,-0.0,1,993475.0
1549,5,4,9,0,1.0,0.92,-0.63,-0.01,-0.01,0,997868.0
1550,5,5,0,0,1.0,2.02,3.36,0.0,-0.3,0,1020647.0
1551,5,5,1,0,1.0,2.21,0.46,-0.0,-0.0,0,1026430.0
1552,5,5,2,0,1.0,1.21,-0.53,-0.0,0.0,0,1031088.0
1553,5,5,3,0,1.0,0.48,-1.14,-0.0,0.0,0,1036705.0
1554,5,5,4,0,1.0,0.93,-2.85,0.0,-3.92,0,1042354.0
1555,5,5,5,1,1.0,-1.82,0.09,0.01,-3.36,1,1046551.0
1556,5,5,6,0,1.0,0.33,0.54,0.0,-0.0,0,1049558.0
1557,5,5,7,1,1.0,-0.39,-0.27,-0.0,0.0,1,1052520.0
1558,5,5,8,1,1.0,-0.33,-0.91,-0.03,-0.02,1,1057015.0
1559,5,5,9,1,1.0,-3.12,-1.08,-0.0,0.0,1,1062871.0
1560,5,6,0,1,-1.0,-2.03,0.92,0.0,0.0,0,1086964.0
1561,5,6,1,1,-1.0,-1.11,1.54,0.0,0.01,0,1096270.0
1562,5,6,2,1,1.0,1.01,0.38,-0.0,0.0,1,1100477.0
1563,5,6,3,1,-1.0,1.94,0.83,-0.0,0.0,0,1104369.0
1564,5,6,4,1,-1.0,-0.08,2.16,0.0,0.0,0,1115899.0
1565,5,6,5,0,-1.0,-2.79,-1.17,-0.0,-0.0,1,1133766.0
1566,5,6,6,0,-1.0,0.66,-1.61,0.0,0.0,1,1138340.0
1567,5,6,7,0,-1.0,-0.21,-0.28,-0.0,0.9,1,1177436.0
1568,5,6,8,0,1.0,-1.79,1.2,0.0,-0.0,0,1182299.0
1569,5,6,9,0,-1.0,-1.15,-0.91,0.0,0.0,1,1187239.0
1570,5,7,0,1,-1.0,-1.14,0.59,0.08,0.01,0,1246663.0
1571,5,7,1,1,1.0,0.75,-2.07,0.0,0.0,1,1255104.0
1572,5,7,2,0,1.0,0.2,1.57,-0.12,-0.0,0,1281687.0
1573,5,7,3,1,-1.0,2.93,-1.45,0.15,0.0,0,1285196.0
1574,5,7,4,0,-1.0,-1.26,0.52,-0.0,-0.11,1,1295617.0
